"Id","Position","First Name","Nickname","Last Name","FPPG","Played","Salary","Game","Team","Opponent","Injury Indicator","Injury Details","",""
"17296-14683","RB","Patrick","","DiMarco","1.7000000476837158","8","4500","SF@ATL","ATL","SF","","","",""
"17296-29540","RB","Terron","","Ward","2.875","4","4500","SF@ATL","ATL","SF","","","",""
"17296-32613","RB","DeAndre","","Washington","4.19000015258789","10","4500","OAK@SD","OAK","SD","","","",""
"17296-70506","TE","Ryan","","O'Malley","0","0","4500","OAK@SD","OAK","SD","","","",""
"17296-22898","RB","Brandon","","Bolden","0.9666666984558105","3","4500","NE@DEN","NE","DEN","","","",""
"17296-28021","RB","Sione","","Houma","0","0","4500","NO@ARI","NO","ARI","","","",""
"17296-37245","RB","Fozzy","","Whittaker","3.8846153846153846","13","4500","CAR@WAS","CAR","WAS","","","",""
"17296-38269","RB","Cameron","","Artis-Payne","9.333333333333334","3","4500","CAR@WAS","CAR","WAS","","","",""
"17296-28545","RB","Rod","","Smith","0.44999998807907104","2","4500","TB@DAL","DAL","TB","","","",""
"17296-22920","TE","Derek","","Carrier","1","2","4500","CAR@WAS","WAS","CAR","","","",""
"17296-39305","TE","A.J.","","Derby","3.3","5","4500","NE@DEN","DEN","NE","","","",""
"17296-23435","TE","Andrew","","DePaola","0","16","4500","TB@DAL","TB","DAL","","","",""
"17296-27020","RB","Glenn","","Gronkowski","0","0","4500","NE@DEN","NE","DEN","","","",""
"17296-28562","TE","Jake","","Stoneburner","6.400000254313151","3","4500","NO@ARI","NO","ARI","","","",""
"17296-22938","WR","Rod","","Streater","1.5699999809265137","10","4500","SF@ATL","SF","ATL","","","",""
"17296-29084","WR","Rashad","","Ross","0.6499999761581421","2","4500","CAR@WAS","WAS","CAR","","","",""
"17296-70557","WR","Jake","","Lampman","0","0","4500","NO@ARI","NO","ARI","","","",""
"17296-38301","TE","Darren","","Fells","2.3428570883614674","7","4500","NO@ARI","ARI","NO","","","",""
"17296-45472","TE","Garrett","","Griffin","0","0","4500","NO@ARI","NO","ARI","","","",""
"17296-54690","WR","Freddie","","Martino","3.959999847412109","5","4500","TB@DAL","TB","DAL","","","",""
"17296-6566","RB","Chris","","Johnson","3.875","4","4500","NO@ARI","ARI","NO","IR","Groin","",""
"17296-33703","WR","Ryan","","Grant","0.8100000381469726","10","4500","CAR@WAS","WAS","CAR","","","",""
"17296-14761","WR","Andre","","Holmes","2.1818181818181817","11","4500","OAK@SD","OAK","SD","","","",""
"17296-30635","RB","Mike","","Davis","1.8571428571428572","7","4500","SF@ATL","SF","ATL","","","",""
"17296-22447","WR","Griff","","Whalen","0.800000011920929","4","4500","NE@DEN","NE","DEN","","","",""
"17296-34224","TE","Kennard","","Backman","0","7","4500","NE@DEN","NE","DEN","","","",""
"17296-46001","RB","Joey","","Iosefa","2.549999952316284","2","4500","NE@DEN","NE","DEN","","","",""
"17296-8117","WR","Danny","","Amendola","4.816666603088379","12","4500","NE@DEN","NE","DEN","O","Ankle","",""
"17296-14268","RB","Stevan","","Ridley","0.699999988079071","1","4500","SF@ATL","ATL","SF","","","",""
"17296-41922","WR","Johnny","","Holton","1.7399999618530273","5","4500","OAK@SD","OAK","SD","","","",""
"17296-14277","WR","Vincent","","Brown","2.700000047683716","1","4500","NO@ARI","NO","ARI","","","",""
"17296-43973","RB","Keith","","Smith","1","4","4500","TB@DAL","DAL","TB","","","",""
"17296-14288","WR","Torrey","","Smith","4.558333396911621","12","4500","SF@ATL","SF","ATL","O","Concussion","",""
"17296-30678","WR","Damiere","","Byrd","0","0","4500","CAR@WAS","CAR","WAS","","","",""
"17296-54742","TE","Scott","","Simonson","1.5","1","4500","CAR@WAS","CAR","WAS","","","",""
"17296-6622","WR","Eric","","Weems","0","12","4500","SF@ATL","ATL","SF","","","",""
"17296-14304","TE","Luke","","Stocker","1.3999999364217122","3","4500","TB@DAL","TB","DAL","Q","Ankle","",""
"17296-14305","RB","Roy","","Helu Jr.","2.737499952316284","8","4500","OAK@SD","OAK","SD","","","",""
